40.757461,-73.990548,40.855667,-73.867756,0
40.757461,-73.990548,40.855667,-73.867756,1
40.757461,-73.990548,40.855667,-73.867756,2
40.757461,-73.990548,40.855667,-73.867756,3
40.834288,-73.851028,40.693797,-73.990696,0
40.834288,-73.851028,40.693797,-73.990696,1
40.834288,-73.851028,40.693797,-73.990696,2
40.834288,-73.851028,40.693797,-73.990696,3
40.760037,-73.830311,40.804685,-73.955098,0
40.760037,-73.830311,40.804685,-73.955098,1
40.760037,-73.830311,40.804685,-73.955098,2
40.760037,-73.830311,40.804685,-73.955098,3
